strong white flour,	500, g, baking
sundried tomatoes, 1, jar, tins
jar mushrooms, 1, jar, seasoning
tinned tomatoes, 1, tin, tins
Hummus, 1, #, dairy
garlic,  3, cloves, vegetable
balsamic vinegar, 2, tbsp	, seasoning
