mushrooms, 250, g, vegetable
cream, 200, ml, dairy	
cheese, 1, #, dairy
garlic,	2, cloves, vegetable
dairy free milk, 100, ml, tins
butter, 2, tbsp, dairy
pasta, 200, g, dry
