rice, 200, g,           dry
olive oil, 1, tbsp,     seasoning
butternut squash, 1, #, vegetable
red onion, 1, #,        vegetable
curry paste, 2, tbsp,   seasoning
veg stock,	1, cube,    seasoning
tinned tomatoes, 1, tin,tins
chickpeas,	1, tin,     tins
