mushrooms,  500, g, vegetable
onions, 2, #, vegetable
garlic, 4, cloves, vegetable
Rosemarry, 1, tsp, seasoning
light brown sugar, 1, tbsp,  seasoning
stout,          300, ml, drink
plain flour,    2.5, tbsp, baking
mustard,        2, tbsp, seasoning
soy sauce,      25, ml, seasoning
puff pastry, 	1,  roll, dairy
margarine,	2, tbsp, seasoning
salt, 1, pinch, seasoning
salt, 1, pinch, seasoning
pepper, 1, pinch, seasoning
