oil,	    2, tbsp,            seasoning
onion,	    1, #,               vegetable
Garlic,	    2, cloves,           vegetable
potatoes,   700, g,             vegetable
carrot,	    4, #,               vegetable
parsnip, 	2, #,               vegetable
curry paste,2, tbsp,               seasoning
veg stock,  2, cubes,                seasoning
lentils,    100, g,                tins	
