rice, 200, g, dry
broccoli, 100, g, vegetable
green beans, 50, g, vegetable
kidney beans, 1, #, tins
red chili, 1, #, seasoning
spinach, 50, g, vegetable
cherry tomatoes, 12, #, vegetable
cashew nuts, 75, g, dry
hummus, 85, g, dairy
