Salt, 1, pinch, seasoning
Black pepper, 1, pinch, seasoning
sweet potatoes, 400, g, vegetable
onion, 1, #, vegetable
Brown rice,	250, g, dry
Breadcrumbs,20, g, seasoning
Ground cumin	, 1, pinch, seasoning
Garlic powder, 1, tsp, seasoning	
Smoked paprika, 1, tsp, seasoning
Plain flour,	2, tbsp, baking
Black beans,	1, tin,tins
Buns	,4, #, dry
