Garlic,     	    2, cloves, vegetable
Mixed herbs,        3, tbsp, seasoning
Asparagus,          100, g, vegetable
Veg stock,          2, cubes, seasoning
risotto rice,       225, g, tins
butter,             2, tbsp, dairy
Green beans,        75, g, vegetable
